SO2,NO2,PM10,PM2.5,O3,CO,temp,humi,press,w_speed,w_dir
4,25,13,8,36,0.6,32.2,60,1004,1.6,110.8
5,27,20,6,30,0.6,31.1,68,1005,1.2,95.5
5,37,22,7,24,0.6,30.9,71,1005.4,1.1,98.4
5,47,28,11,13,0.6,30.6,72,1005.3,1.2,71.2
5,46,39,10,18,0.6,30.3,71,1005,1.6,58.6
5,45,25,12,18,0.6,30,70,1004.5,1.6,69.7
5,50,30,15,7,0.7,29.7,73,1003.7,1.4,64.1
6,44,36,16,8,0.6,29.6,72,1003.1,1.8,66.1
6,40,34,12,8,0.7,29.2,74,1002.4,1.7,64.2
11,38,32,12,7,0.6,28.8,76,1002.2,1.8,50.1
10,33,26,10,10,0.6,28.5,76,1002.3,1.7,48.7
7,36,25,9,9,0.6,28.7,75,1002.6,2,38
9,24,28,13,23,0.6,29.4,72,1003.3,2.5,43.1
10,21,46,12,30,0.6,29.7,70,1003.6,3,44.2
8,30,48,11,21,0.6,28.8,77,1004.1,2.5,63.7
6,26,36,22,28,0.6,28.7,80,1004.3,2.7,81.3
5,14,14,14,46,0.5,30,71,1003.8,3.6,80.2
5,17,4,6,56,0.5,30.5,68,1003.4,3.4,76.3
4,8,15,1,45,0.5,30.7,66,1002.9,4,78.6
4,11,15,2,44,0.5,30.7,66,1002.1,3.8,67.5
4,17,19,1,45,0.5,30.2,69,1001.6,2.8,79.8
4,18,26,5,42,0.5,28.6,80,1001.4,3,72.6
4,16,11,6,30,0.5,29.3,72,1001.2,4,75.8
4,16,9,3,18,0.5,28.7,74,1001.1,3.7,66
4,22,13,0,9,0.5,27.8,80,1002,3.5,64.7
4,24,18,0,4,0.6,26.5,89,1002.6,2.4,61.7
4,25,10,3,3,0.6,26.9,87,1003.6,3.1,59.2
3,23,10,4,4,0.6,26.8,87,1003.8,2.4,56.4
4,22,9,1,6,0.5,27.2,84,1003.3,2.6,56.5
4,21,19,2,5,0.5,27.2,84,1003,2.5,65.5
4,21,17,2,3,0.5,26.5,88,1002.7,2.2,61.4
4,19,6,0,5,0.5,26.4,90,1002.4,2.1,60.6
4,19,12,3,5,0.5,26.7,89,1001.9,2.2,52.2
4,16,10,3,7,0.5,27,86,1001.8,2.6,63
4,17,16,1,5,0.5,26.6,89,1001.8,2.7,61.4
4,17,14,1,5,0.5,26.6,90,1002,2.6,62.3
4,17,10,3,6,0.5,27.4,85,1002.2,2.9,63.2
4,16,14,4,13,0.5,28.2,81,1002.6,3.5,69.9
4,13,17,2,20,0.5,28.1,83,1002.8,3.1,76.1
4,12,16,2,25,0.5,28.4,82,1002.9,3.8,77.6
4,18,10,3,30,0.6,28.5,83,1002.7,2.8,67.3
4,15,32,3,57,0.6,28.9,82,1002.2,3.3,80.6
3,7,25,6,45,0.5,27.7,86,1001.8,3.3,99.4
3,9,6,6,34,0.5,27.4,88,1001.7,2.3,87.7
3,17,9,3,24,0.5,27.2,90,1001.3,2,70.7
3,21,13,5,26,0.5,27,90,1001.3,2.7,75.4
4,18,14,4,28,0.5,25.9,90,1001.7,2.4,91.6
3,27,4,2,17,0.6,26.6,88,1002,1.7,93.3
4,37,20,3,6,0.6,26.6,90,1002.2,1.6,65.8
4,33,16,3,8,0.6,26.6,90,1002.7,2.1,68.2
4,32,12,5,7,0.6,26.5,89,1003.4,1.9,66.1
4,34,17,6,6,0.6,26.6,88,1004.1,2,65.6
4,26,19,6,9,0.6,26.1,92,1004,1.8,56
4,26,14,4,7,0.6,26,93,1003.5,1.7,54.9
4,23,12,4,8,0.6,26.2,92,1002.9,2,60.4
4,20,8,5,9,0.6,26.4,91,1002.3,2.2,59.8
4,14,8,6,14,0.5,26.1,92,1002,2.2,56.5
4,16,12,1,12,0.5,25.9,95,1001.8,1.8,65.8
3,18,6,-4,13,0.5,25.8,95,1001.8,1.8,63.5
3,24,8,0,12,0.5,25.8,96,1002.1,2,71.1
3,30,9,3,11,0.5,25.7,96,1002.4,1.9,69.2
3,29,10,2,13,0.6,26.1,95,1002.9,1.9,66.4
2,16,15,-4,55,0.8,29.5,78,1001.1,1,244.5
2,31,6,5,12,0.8,27.4,91,1002.6,0.6,78.7
3,37,2,6,5,0.8,27.2,90,1003.2,1.1,58.6
3,37,15,8,4,0.8,27.1,88,1003.7,1,64.1
3,33,21,6,6,0.8,27.1,88,1003.3,1.6,62.3
3,30,21,8,6,0.8,26.9,89,1002.8,1.7,60.4
3,25,15,6,12,0.7,26.6,89,1002.2,1.7,63.3
3,24,13,2,9,0.7,26.5,91,1001.6,1.5,44.8
3,21,15,1,12,0.7,26.2,93,1001,1.7,58
2,16,5,3,20,0.7,26.1,93,1000.7,2.3,85.6
2,12,-3,4,29,0.6,26.3,91,1001,2,88.7
2,16,1,2,23,0.7,26.4,92,1001.6,1.4,92
3,26,7,0,11,0.8,26.8,92,1002,1.1,84.6
3,32,18,5,7,0.9,26.8,92,1002.3,1.4,66.8
3,25,12,6,20,0.8,27.9,86,1002.6,1.5,65.5
4,24,21,4,27,0.8,28.6,82,1002.6,1.5,58.3
3,17,41,2,36,0.7,27.1,89,1002.4,1.2,89.9
2,25,16,2,39,0.7,28.4,84,1001.3,1.4,83.1
2,20,15,2,41,0.7,27.6,88,1000.9,1.7,47
2,22,8,0,47,0.7,26.6,94,1000.2,1.4,73.4
3,29,9,1,47,0.8,27.2,91,1000,1,102.2
2,30,28,6,44,0.8,27.3,90,1000.2,0.9,94.1
3,36,25,9,30,0.8,27.1,90,1000.3,1.2,112.4
3,32,16,11,21,0.8,27,90,1000.9,0.9,93.1
3,29,21,14,19,0.8,26.9,91,1001.5,1.1,106.5
2,28,14,9,19,0.7,27,91,1002,1.1,106.7
3,27,9,5,17,0.7,27.1,90,1002.3,0.6,60.8
3,37,13,3,6,0.7,27,91,1002.4,0.8,95.5
3,40,27,4,3,0.7,27,91,1002.2,0.8,93.5
3,41,16,3,0,0.8,26.8,92,1001.7,0.4,29.9
3,38,19,3,1,0.8,26.8,93,1001.4,0.4,74.3
3,26,11,9,11,0.8,26.7,92,1001.2,0.6,25.1
3,20,10,7,15,0.7,26.8,91,1001.2,0.6,64.7
4,30,18,6,3,0.8,26.6,93,1001.1,0.4,58.7
4,29,25,7,3,0.8,26.7,94,1001.4,0.6,72.9
4,22,21,9,16,0.8,27.1,90,1001.8,1,92
5,19,11,8,24,0.8,28.1,84,1002,1,106.9
4,22,20,6,46,0.8,29.4,76,1002.5,1.1,71.8
3,13,4,3,29,0.6,29.1,78,1002,1.9,113.9
3,10,0,0,27,0.6,28.5,82,1003.5,1.9,113.9
3,9,4,0,27,0.6,28.1,84,1003.8,1.6,113.2
3,12,2,1,21,0.6,27.8,85,1003.8,1.1,105.1
3,15,5,2,15,0.6,27.5,89,1004.1,1,99.7
3,14,15,1,14,0.6,27.4,91,1004,1.4,108.1
3,12,16,1,16,0.6,27.4,89,1003.7,1,113.9
3,13,13,1,16,0.6,27.4,88,1003.3,1.6,120.9
3,16,18,3,13,0.6,27.6,88,1003.4,1.6,122.4
3,23,11,4,6,0.6,27.6,88,1003.6,1.5,126.3
4,28,11,3,2,0.6,27.6,88,1004,1.1,85.8
4,26,13,1,4,0.6,27.4,89,1004.4,1.6,94.1
4,19,11,2,12,0.6,26.8,92,1005.1,1.4,101.1
3,18,7,4,14,0.6,26.2,94,1005.5,1.8,110.3
3,19,14,2,15,0.7,26.7,93,1006,1.2,105.2
3,20,14,4,14,0.7,27,92,1006,1.3,105.8
3,18,12,5,21,0.7,27.6,89,1006.1,1.1,91.2
3,19,22,4,23,0.7,27.8,90,1005.7,0.8,67.7
3,26,19,7,26,0.7,28.2,88,1005.5,1.3,65.5
3,14,20,5,25,0.6,26.3,92,1005.8,1.4,127.6
3,21,2,3,15,0.6,25.8,95,1006,1.5,93.2
3,29,7,1,4,0.8,25.7,95,1006.2,0.9,94.2
2,30,15,3,1,0.7,25.7,96,1006.6,0.7,68.3
3,31,17,4,0,0.7,25.7,96,1007.2,1.1,93.5
3,30,8,3,0,0.7,25.7,96,1007.8,0.7,75.5
3,29,21,4,0,0.7,26.1,96,1009.3,1,65.1
4,31,26,6,0,0.8,25.8,96,1009.5,1.4,87.3
4,28,16,15,0,0.7,26.1,95,1009.3,1.6,97.1
3,24,5,10,0,0.6,26.2,93,1008.8,2.4,120.4
3,22,4,3,1,0.6,26.1,94,1008.1,1.7,118
3,21,9,0,0,0.5,26,94,1007.5,0.8,116.3
2,19,8,0,0,0.6,25.8,95,1007.4,0.6,52.5
3,19,10,1,0,0.6,25.6,96,1008,0.8,74.4
5,20,10,4,4,0.7,26.5,91,1008.4,1.3,46.9
6,26,14,5,12,0.8,27.9,85,1009,1.4,46.6
5,28,30,7,23,0.7,29.2,80,1009,1.5,54.9
5,27,28,12,42,0.6,30.5,76,1009,1.7,74.2
5,23,40,9,75,0.6,30.8,73,1008.8,2.2,87.2
4,8,18,12,90,0.5,31.9,67,1008.2,2.2,97.6
4,7,24,9,115,0.5,32.3,65,1007.5,2.4,100.9
4,9,29,10,101,0.5,32.9,61,1006.7,2,100.6
4,8,22,6,86,0.5,33.2,60,1006.1,2.2,110.9
4,12,38,4,76,0.5,32.1,66,1006.2,2.2,116.1
3,14,18,7,47,0.6,31.6,68,1006.4,1.6,116.8
4,16,12,5,28,0.6,31.3,68,1006.6,1.2,96
3,21,16,4,8,0.6,30.8,69,1007.2,0.6,4
4,27,16,4,7,0.7,30.4,72,1007.9,0.8,44.6
4,24,26,6,8,0.6,30,76,1008.7,0.8,70
3,13,19,7,11,0.6,29.7,76,1009,0.8,48.4
3,18,16,4,5,0.6,29.1,80,1008.9,0.8,84.5
3,21,13,6,1,0.6,28.9,82,1008.5,0.7,105.9
4,21,21,4,0,0.6,28.7,84,1008,0.8,90.6
4,21,30,2,0,0.7,28.4,87,1007.4,0.7,78.9
4,22,27,7,0,0.8,28.3,89,1006.7,0.6,58.7
4,20,29,6,0,0.7,28.1,89,1006.2,0.6,51.5
4,20,32,10,0,0.8,27.9,89,1005.8,0.9,62.4
5,19,40,12,0,0.8,28,89,1006.1,0.9,71.6
5,22,34,12,1,0.8,28.5,87,1006.4,1,54.2
5,25,40,17,4,0.8,29.1,83,1006.9,1.2,67.7
5,26,29,15,9,0.7,29.9,78,1007.4,1,50.2
5,30,33,11,22,0.6,30.6,75,1007.5,1.1,50.2
4,26,39,18,36,0.6,31,72,1007.2,1.4,57.7
4,14,31,12,54,0.5,32,66,1006.7,1.9,99.1
4,8,34,7,53,0.5,32.2,64,1006.1,2,79.4
4,7,17,3,59,0.5,33.5,58,1005.4,1.8,88.7
3,3,21,1,64,0.4,33.9,53,1004.7,1.6,122.3
3,7,20,2,71,0.5,33.8,54,1004.3,2,112.3
3,9,22,3,66,0.5,33.2,58,1004.2,2,119.4
3,12,27,4,57,0.5,32.3,64,1004,1.8,116.7
3,15,12,5,26,0.6,31.2,66,1004.4,1.9,114.8
3,18,11,3,14,0.6,30.6,70,1005,0.9,72.9
4,18,20,6,12,0.6,30,71,1005.4,0.9,349.1
4,12,15,5,18,0.5,29.8,71,1005.8,1,327.2
4,16,14,4,13,0.6,29.5,74,1005.8,0.8,350.2
4,17,9,4,12,0.6,29.2,76,1005.7,0.8,313.7
3,17,18,3,12,0.5,28.8,78,1005.5,0.6,353.6
4,12,19,3,15,0.5,28.5,80,1005.2,0.6,344.5
3,20,16,4,5,0.5,28.2,83,1004.7,0.6,72.8
3,25,18,2,0,0.5,27.9,85,1004.6,0.3,37.6
4,24,21,1,0,0.6,27.8,87,1004.6,0.6,70.6
4,24,20,4,1,0.6,28.2,86,1004.9,0.6,47.9
6,24,17,6,5,0.7,29.8,79,1005.1,0.9,54
5,26,36,10,9,0.6,30.3,75,1005.3,1.1,56.4
5,26,36,13,14,0.6,31.2,70,1005.4,0.6,272.1
5,25,34,8,26,0.6,31.6,67,1005.1,0.8,77.7
4,15,18,8,66,0.5,32.6,62,1004.7,1.7,64.4
4,11,28,11,92,0.5,33.3,58,1004.1,1.9,70.2
4,5,27,10,106,0.5,33.9,54,1003.4,1.6,88.7
4,5,21,6,109,0.5,34.3,53,1002.6,1.6,57.7
4,6,21,4,95,0.5,34.6,52,1001.9,1.7,64.7
4,10,30,4,87,0.4,34.3,54,1001.3,1.9,76.1
4,7,29,6,82,0.4,34.1,53,1001.2,1.5,101.9
3,12,21,2,65,0.5,33.5,56,1001.1,1.5,117
4,18,16,0,37,0.6,32.7,58,1001.4,1.2,76.9
4,23,24,5,25,0.6,31.8,64,1002,1.8,235.6
5,21,28,7,19,0.6,30.9,69,1002.5,1.8,259.2
5,14,22,7,22,0.5,30.3,71,1003,2,255.5
5,15,19,7,18,0.5,29.9,74,1003,1.8,245.9
5,14,34,5,16,0.5,29.6,76,1003,1.4,251.1
5,14,24,5,14,0.6,29.3,79,1002.9,1,271.2
4,10,9,5,16,0.5,29.2,79,1002.7,1.1,234.4
4,10,15,3,17,0.6,29,80,1002.6,0.9,234
8,23,23,0,6,0.8,28.9,82,1002.6,1,236.7
8,25,19,1,2,0.9,28.7,83,1002.4,1.2,263.1
8,23,22,5,3,0.7,28.3,85,1002.9,1,263.2
6,18,20,6,10,0.6,28.7,83,1003.4,0.8,270.6
14,14,13,5,20,0.6,30.3,74,1003.4,0.8,242.7
18,12,32,5,31,0.5,31.7,66,1003.3,0.9,246.6
15,11,32,6,52,0.6,32.8,61,1003,1.1,255.1
10,8,37,16,87,0.6,33.2,60,1002.6,1.1,253.6
9,7,30,13,125,0.6,33.8,57,1002,0.8,256.7
7,9,38,22,152,0.6,33.9,58,1001.5,0.8,39.4
7,11,44,21,186,0.6,34,57,1000.9,1.2,98.5
6,14,54,29,184,0.6,34,57,1000.3,1.1,91.9
5,12,48,26,165,0.6,34.5,55,999.8,1.3,90.6
4,9,48,18,131,0.5,33.3,63,999.8,1.9,115.4
4,9,39,13,94,0.5,32.6,67,999.8,1.9,78.9
4,11,22,11,64,0.6,31.8,70,1000.2,1.8,280
4,8,9,8,41,0.6,31,71,1001.2,2.8,244.1
5,12,17,7,24,0.6,30.5,72,1001.8,1.6,256.3
5,10,6,4,22,0.5,30.4,71,1002.3,1.8,245.8
5,11,14,1,20,0.6,30.1,73,1002.2,1.2,241.5
5,12,17,3,19,0.6,29.9,76,1002.2,1.5,239.7
4,7,19,4,25,0.5,29.5,80,1001.9,1.7,257.8
4,7,11,1,25,0.5,29.3,80,1001.7,1.4,246.1
4,9,14,0,20,0.5,29.2,81,1001.8,0.9,333.2
5,14,14,1,15,0.5,29.1,82,1002.1,0.8,249.7
9,19,18,2,12,0.5,29,82,1002.2,0.9,84
5,13,16,4,15,0.5,28.9,82,1002.5,1,62.9
6,13,6,3,16,0.5,29.9,77,1003,1.1,104.8
11,12,23,2,20,0.5,30.7,71,1003.3,1,249.8
9,12,32,16,129,0.6,34.1,56,1002.1,1.1,128.8
11,9,33,15,143,0.5,34.6,55,1001.6,1,259
8,14,23,20,140,0.6,34.4,56,1001.2,1.6,72.6
6,14,40,17,137,0.6,34.4,56,1000.4,1.5,112.9
5,13,44,17,113,0.5,33.5,62,1000.2,2.7,110.8
4,17,42,12,76,0.5,32.4,70,1000.4,2.2,120.7
3,13,23,10,75,0.5,32.2,69,1000.4,2.3,123.1
3,13,27,10,56,0.6,31.7,72,1000.7,1.7,108.6
4,15,21,6,32,0.6,31.4,73,1001.4,2.1,246.9
4,13,7,8,17,0.5,30.9,71,1002.2,1.4,299.1
3,10,16,7,18,0.5,30.4,74,1002.4,1.3,323.6
3,10,15,4,17,0.5,30,77,1002.6,1.3,303.5
4,12,22,0,15,0.6,29.9,77,1002.7,1,341
4,13,16,0,13,0.6,29.9,78,1002.5,1.6,235.3
4,11,13,3,14,0.6,29.8,79,1002.4,1.2,248.7
4,13,16,0,11,0.6,29.7,80,1002.3,1,265.4
4,12,20,0,14,0.6,29.6,80,1002.3,1.3,258.8
4,12,7,1,15,0.5,29.2,80,1002.5,1.1,284.4
4,10,7,2,15,0.5,29.2,80,1002.9,0.9,76.6
4,12,7,2,17,0.6,30,76,1003.6,1.4,110.2
5,12,17,1,20,0.6,31.4,70,1004.1,1.1,145.5
8,14,33,4,33,0.6,32.3,65,1004.1,1.5,237.3
9,10,27,7,56,0.6,33,62,1004.1,1.3,212.2
5,14,36,8,92,0.6,32.6,66,1004,1.3,74.9
4,12,36,13,80,0.5,30.9,75,1003.6,1.7,108.6
3,13,36,12,66,0.5,30.7,76,1003.2,2,100.1
2,24,35,7,30,0.7,29.3,86,1003,1.2,83.6
3,12,5,7,54,0.6,31.4,73,1002.4,1.7,89.2
3,6,22,5,50,0.5,31.8,70,1002.7,1.8,104.3
3,5,21,3,41,0.5,31.7,69,1003.1,2.1,98.7
2,8,13,4,32,0.5,31.3,70,1003.5,1.8,59.2
3,7,9,1,23,0.5,30.8,68,1004.2,1.6,49.3
3,11,18,0,20,0.5,30.5,71,1005.4,1.5,42.7
3,16,14,1,15,0.5,30.2,74,1006,1.5,111.1
3,12,22,4,17,0.5,30,76,1006.6,1.5,110.7
3,14,22,6,15,0.5,29.8,80,1007,1.4,103.7
3,8,11,1,19,0.5,29.6,79,1006.7,1,35.2
2,8,14,1,19,0.5,29.4,81,1006.2,1,97.4
2,12,7,1,16,0.5,28.9,82,1006,0.9,86.8
2,13,16,2,16,0.5,28.8,86,1006.2,0.8,90.2
2,16,19,1,12,0.5,28.9,86,1006.3,1,91.8
2,13,21,0,20,0.5,28.2,88,1007.1,1.4,90.7
2,20,4,0,13,0.6,27.1,90,1007.7,1.3,89.9
2,21,18,3,19,0.6,28,86,1008,1.5,97.5
2,22,25,6,19,0.6,28.7,84,1008.1,1.4,69.1
4,18,17,7,35,0.5,29.9,78,1008,1.3,99.1
4,16,31,9,54,0.5,30.7,75,1007.4,1.5,75.4
3,10,29,8,65,0.5,29.6,77,1007,2.4,122
2,12,24,7,46,0.5,26.6,90,1007.8,1.4,190
2,15,0,4,37,0.5,26,94,1007.8,0.9,267.2
2,18,6,0,27,0.6,26.6,92,1007.8,1.3,114.4
2,18,4,1,25,0.5,26.7,90,1007.5,1.9,95.6
3,14,4,1,38,0.5,25.6,87,1008.1,1.4,47.9
3,19,8,1,24,0.6,25.5,91,1009.3,0.7,52.7
3,39,13,5,4,0.6,25.8,91,1010.2,0.5,37.7
2,40,24,6,0,0.6,26.2,93,1010.9,0.8,69.7
2,40,14,6,0,0.5,27,90,1011.2,1.2,96.4
2,18,8,3,22,0.5,26.6,91,1011,1.2,97.2
2,15,17,1,18,0.5,26.2,94,1010.3,0.9,85.5
2,18,7,4,18,0.5,26.1,93,1009.7,1.4,105.5
2,6,7,3,29,0.4,25.8,91,1009.3,1.3,106.9
2,10,13,0,21,0.5,25.4,93,1008.4,0.9,86.4
2,17,7,1,17,0.5,25.6,91,1008.2,1.4,102.8
2,26,7,0,3,0.5,25.8,93,1008.5,0.8,62.7
2,22,19,0,10,0.5,26.8,92,1009.2,1.3,82.1
3,20,13,4,13,0.6,28.2,85,1009.5,1.8,105
4,17,18,6,18,0.5,29.5,78,1010,1.7,111.4
3,18,42,6,22,0.5,26.9,89,1010.4,1.7,172.8
2,13,9,5,22,0.5,26.5,87,1010.5,1.2,98.7
3,12,21,3,41,0.5,29.1,77,1007.7,2,122.8
4,11,17,3,43,0.5,29.6,75,1007.4,1.7,103.5
4,16,23,7,26,0.5,29.4,76,1007.5,2,117.3
4,21,18,5,17,0.5,28.6,81,1007.8,2.2,120
3,23,20,7,15,0.5,28.3,84,1008.5,1.2,109.7
4,28,17,7,7,0.5,28,85,1009,0.7,83.1
4,20,18,6,14,0.5,28.1,84,1009.4,1.4,108.6
4,12,7,5,16,0.5,27.7,82,1009.3,0.9,106.7
4,19,11,4,6,0.5,27.2,86,1008.9,1,85
4,17,17,3,8,0.5,27.1,88,1008.2,0.8,81.7
3,20,15,3,2,0.5,26.8,91,1007.7,0.5,50.2
4,23,18,3,0,0.5,26.7,92,1007.4,0.4,33.1
4,22,25,9,0,0.6,26.6,93,1007.5,0.6,19.5
4,20,22,6,0,0.6,26.6,93,1007.7,0.5,70.8
4,22,26,4,0,0.7,26.8,94,1008.3,0.7,61.2
5,22,12,9,6,0.7,28.4,86,1008.6,1.3,86.6
5,14,32,15,20,0.5,29.8,77,1009,1.4,108
4,10,25,9,33,0.5,30.5,72,1009,1.5,112.9
4,10,31,7,42,0.5,30.7,71,1009,1.4,161.4
4,8,20,7,46,0.5,30.5,71,1008.6,1.6,112.2
4,6,5,4,77,0.5,31.5,67,1008.1,1.8,231
4,12,39,4,33,0.5,26.8,89,1008,1.8,100.5
3,18,2,6,38,0.5,27.4,89,1007.3,1.1,82.9
5,11,25,7,62,0.5,30.7,71,1006.3,1.4,118.6
4,19,30,7,60,0.6,30.3,75,1006.1,1.1,101.4
6,30,22,13,14,0.7,29.4,78,1007.4,0.8,254.3
6,36,27,11,4,0.8,29.2,80,1007.7,0.6,352
5,38,36,12,2,0.8,28.6,84,1007.6,0.7,78
4,30,27,11,6,0.6,28.3,84,1006.9,0.7,33
5,34,19,9,2,0.6,28.2,83,1006.6,1.1,89.6
4,29,23,6,3,0.6,27.9,85,1006.3,0.6,12.4
4,24,22,5,3,0.5,27.6,86,1006.1,0.4,323.1
4,21,22,6,2,0.5,27.4,88,1005.9,0.5,79.2
4,23,22,4,0,0.6,27.1,89,1005.8,0.3,24.6
4,22,21,6,2,0.5,27.1,89,1006.2,0.4,330
4,18,19,7,4,0.6,27.5,88,1006.4,0.5,66.3
6,17,6,8,13,0.6,29.3,80,1007.1,0.7,207.6
6,18,38,10,17,0.7,29.4,78,1007.4,1,189.2
5,18,32,7,21,0.7,29.8,77,1007.6,0.7,355.7
5,18,18,7,45,0.6,31.1,70,1007.6,0.7,298.5
6,19,34,5,56,0.6,30.2,73,1007.4,1.2,62.9
4,14,35,12,57,0.6,27.1,91,1007.4,1.2,72.4
4,10,2,10,41,0.5,29,79,1006.8,1.4,113.3
6,10,28,3,81,0.5,31.4,67,1005.3,1.7,234.4
7,12,25,5,70,0.5,31.4,68,1005.2,1,224.2
4,21,30,6,82,0.6,30.5,72,1005.4,1.1,99.1
4,23,27,13,69,0.6,30.2,71,1005.9,0.8,350.9
5,18,27,10,47,0.7,29.9,70,1006.7,1.1,286.2
6,16,18,8,39,0.7,29.7,73,1007.3,0.9,258.9
5,22,28,5,31,0.6,29.2,77,1007.4,0.7,335.7
5,29,28,8,19,0.7,28.8,80,1007.2,0.7,354.3
5,20,23,7,18,0.6,28.6,80,1007.1,0.8,43.5
5,22,5,6,12,0.5,28.4,80,1006.7,0.6,42.6
4,27,16,5,8,0.5,28.2,80,1006.6,0.5,15.2
4,21,15,4,11,0.5,28.2,81,1006.6,0.6,255.1
4,22,20,5,6,0.5,27.9,83,1006.8,0.4,1.9
4,23,18,4,3,0.5,27.6,85,1006.9,0.4,31.2
4,23,17,5,2,0.6,27.4,86,1007,0.3,358.6
4,23,22,4,0,0.6,27.2,90,1007.2,0.5,71.8
5,25,34,8,1,0.8,27.7,88,1007.8,0.6,53
6,25,33,15,6,0.6,28.4,84,1008.1,1.2,69.8
6,13,15,12,21,0.4,29.4,75,1008.3,1.5,81.4
6,9,24,7,34,0.4,30.3,69,1008.3,1.6,86.6
5,7,31,5,87,0.4,33.5,56,1004.4,1.6,100.8
4,3,19,5,79,0.3,33.4,53,1004.2,2,117.9
4,7,21,2,86,0.4,32.6,59,1004.7,1.9,105.2
4,10,13,4,79,0.4,31.5,66,1005.4,1.6,111.3
4,10,10,6,66,0.5,30.8,69,1005.9,1.5,99
4,12,10,5,47,0.4,30.3,70,1007,1,89.7
4,15,17,8,33,0.4,30,73,1007.8,0.9,86.3
4,20,18,6,21,0.5,29.5,76,1007.9,0.7,88.5
5,55,38,6,0,0.7,28.8,81,1007.5,1.3,69
5,54,46,18,0,0.7,28.3,83,1007,0.9,73.4
6,56,50,21,0,0.9,28,86,1006.5,0.9,67.8
6,46,48,30,0,0.8,27.8,86,1006,0.9,57.4
7,35,48,20,0,0.7,27.4,88,1006.1,1.3,62.5
8,33,43,21,0,0.6,27.3,88,1006.1,1.7,63.3
8,30,44,19,2,0.6,27.4,86,1006.6,1.6,65.6
8,24,25,19,9,0.5,28.3,81,1007,2,66.6
7,22,38,20,16,0.5,29.2,76,1007.5,1.9,65.2
7,24,42,17,26,0.5,29.7,74,1008,1.9,71.1
8,25,22,10,34,0.5,30.8,69,1007,1.2,241.3
6,21,17,7,54,0.5,30.9,69,1006.4,1,87.5
5,21,24,9,55,0.5,30.6,70,1005.4,1.6,102.2
5,15,23,10,33,0.4,30,67,1005.5,1.7,117.9
5,21,20,7,24,0.5,29.9,70,1005.4,1.4,95.1
4,35,10,9,0,0.5,27.9,86,1007.1,0.3,78.1
4,34,22,13,0,0.5,27.6,87,1006.6,0.3,98.8
5,37,25,13,0,0.5,27.5,86,1006.1,0.4,291.4
5,36,24,15,0,0.5,27.4,87,1005.8,0.4,346.2
4,31,30,10,0,0.6,27.2,89,1005.6,0.5,49.9
5,30,30,15,0,0.6,27.4,89,1006,0.5,35.8
6,33,22,14,3,0.7,28.4,83,1006.5,1.4,46.6
7,51,57,18,9,0.7,29.2,78,1006.6,1.7,36.3
7,59,72,27,23,0.7,29.9,74,1006.8,1.8,30.4
6,55,65,27,50,0.7,30.4,71,1006.7,2,23.5
6,46,63,27,63,0.6,30.6,69,1006.4,2.1,41.7
6,21,35,24,90,0.5,31.8,62,1005.7,2.2,40.5
6,13,31,14,114,0.4,32.1,60,1005,2.2,70.7
4,12,31,13,117,0.4,31.8,61,1004,1.3,104.7
5,17,30,13,88,0.4,31.6,61,1003.6,1.1,90.4
4,22,28,10,68,0.4,30.5,65,1003.2,1.9,98.3
4,16,29,10,36,0.4,27.4,78,1003.4,2.3,124.7
4,20,8,6,22,0.4,26.4,84,1003.2,1.5,87.7
4,32,7,2,5,0.4,26.4,86,1003.8,1.3,65.7
4,35,13,4,1,0.5,26.6,86,1004.6,1.4,36.2
4,30,21,7,5,0.5,26.8,85,1005.2,1.8,26.4
5,24,11,5,7,0.5,26.7,84,1005.2,1.8,27.3
5,24,7,1,8,0.4,26.9,81,1004.7,2.4,16.9
4,19,11,0,12,0.4,26.4,83,1004.4,2,14.3
4,18,16,1,10,0.4,25.4,90,1003.5,2.1,17.3
3,15,8,2,13,0.4,25.2,92,1002.7,2,10.1
3,13,10,2,14,0.4,25,93,1001.9,2.5,20.8
3,14,9,0,13,0.3,24.8,94,1001,3.2,16.5
4,12,7,-3,16,0.4,25.1,94,999.9,4.4,34.5
4,11,11,0,17,0.4,25.3,94,999.4,5.1,49.4
4,12,4,1,24,0.4,25.4,94,999.4,5.8,70.6
3,8,17,1,27,0.4,25.7,94,1000.6,4.1,94.4
3,3,14,-3,40,0.3,27.5,86,1002.6,4.8,118.7
4,3,26,0,45,0.4,28.2,82,1003.4,4.1,124.6
4,3,12,2,49,0.4,28.1,83,1003.9,3.4,120.2
4,7,15,2,43,0.4,26.8,87,1004.1,3,119.6
4,8,10,2,47,0.4,26.8,86,1003.9,2.3,113.1
4,12,7,2,45,0.4,26.8,86,1003.8,1.8,107.2
4,15,14,4,39,0.4,26.9,86,1004.2,1.8,110.4
4,19,15,7,35,0.4,26.8,87,1004.4,2.1,119.9
4,18,20,5,37,0.4,26.8,86,1005.5,1.3,117
4,16,15,2,36,0.4,26.9,86,1006.5,1.2,119.4
4,22,16,5,26,0.4,27,86,1007,1.5,116.8
4,28,19,6,18,0.4,27,86,1007.4,0.9,97.3
6,44,23,11,2,0.5,27.1,88,1007.9,0.7,80.9
6,45,22,10,0,0.5,26.9,90,1007.7,0.6,62.2
6,40,28,14,0,0.5,26.6,92,1007.2,0.7,60.9
4,38,25,9,0,0.5,26.4,92,1007,0.8,54.3
