WD1,WD,BS,SD,FS,FX,YuL,YL,BJGD,press,GR,QR,wmL,wm,WM,SO2,NO2,PM10,PM2.5,O3,CO
12.1056,288.555,0.00482008,54.49,5.86198,21.3506,0,0.520566,466.999,102.293,101.913,13.8558,294.07,299.688,360.113,17.6144,67.2539,76.6264,70.2127,24.7739,0.467941
13.3162,291.988,0.00479309,49.9379,5.8454,25.2777,0,0.532585,716.451,102.284,176.846,21.4472,296.714,462.443,555.684,15.4884,56.0344,69.3685,63.9353,42.9805,0.424688
14.8767,295.248,0.00481324,45.1547,5.78052,23.554,0,0.53395,952.176,102.218,234.541,28.3473,301.089,582.45,699.887,14.2324,52.569,68.6194,63.5342,54.9713,0.410871
16.3483,297.83,0.00486125,41.3343,5.66359,19.2103,0,0.549997,1279.32,102.128,270.404,33.2894,305.872,648.871,779.701,12.9439,49.1573,67.1333,62.3672,67.5741,0.4012
17.4738,299.3,0.00486464,38.3825,5.79668,14.2106,0,0.584451,1455.27,102.047,286.173,35.5631,309.915,655.909,788.157,12.3074,49.1258,66.1455,61.3835,75.104,0.394053
18.041,299.404,0.00478093,36.3226,6.069,14.5496,0,0.677353,1473.6,101.976,276.791,34.573,311.679,603.179,724.796,12.8013,55.1777,64.8269,60.011,72.1519,0.397923
18.3897,298.48,0.00468556,34.779,6.45641,15.3573,0,0.820291,1609.62,101.924,239.842,30.8033,312.73,495.152,594.988,14.6529,64.6667,62.7943,57.9541,58.8794,0.41693
17.9629,295.21,0.00448604,34.2375,7.00839,15.7569,0,0.9065,1478.61,101.921,144.502,19.1101,372.711,194.835,234.119,17.158,75.0869,61.5508,56.6679,41.4303,0.449967
16.6557,292.07,0.00413316,34.3975,7.90835,14.2498,0,0.822329,986.625,102.008,85.3842,10.1324,368.842,60.1576,72.287,19.2441,84.6309,62.4777,57.4127,25.0406,0.472856
15.1376,289.745,0.00376406,34.6663,8.55151,14.2369,0,0.787868,790.336,102.106,58.0414,1.28208,364.136,0,0,20.832,89.6597,69.5177,64.097,12.906,0.475516
13.1325,287.706,0.00324301,34.1903,9.17627,18.1172,0,0.739276,684.878,102.233,60.5608,1.21922,358.038,0,0,22.3045,89.4464,73.0656,67.7439,6.5359,0.473594
11.2273,285.868,0.0027772,33.3398,9.25692,17.45,0,0.783152,575.692,102.349,64.3766,1.12695,352.234,0,0,23.4206,89.0509,73.4229,68.2071,2.13653,0.471802
10.0742,284.707,0.00257089,33.4137,8.4203,17.7938,0,0.872784,528.7,102.427,59.3522,1.00905,347.824,0,0,23.6391,84.5281,68.3399,63.5989,2.62974,0.458448
9.24139,283.846,0.0024839,34.1911,7.91396,17.0949,0,0.820199,504.074,102.454,55.3957,0.921689,345.137,0,0,23.0159,76.063,62.9623,58.9936,7.45883,0.439785
8.71869,283.264,0.00242247,34.5756,7.40114,15.7836,0,0.867007,484.763,102.475,50.2768,0.858237,343.22,0,0,21.6726,66.8841,60.059,56.44,14.0311,0.419767
8.40683,282.866,0.00238167,34.7339,7.04964,15.844,0,0.867813,502.054,102.476,45.24,0.818093,342.036,0,0,19.9796,59.2956,57.8814,54.322,20.1514,0.40084
8.18011,282.554,0.00234514,34.7458,6.7978,15.6634,0,0.857752,512.38,102.487,40.9763,0.790175,341.35,0,0,18.6292,55.0103,55.0477,51.6125,23.7827,0.386368
7.87558,282.215,0.00228936,34.6473,6.50561,13.7826,0,0.793613,497.018,102.499,38.3945,0.75885,340.735,0,0,17.7071,53.5294,52.5373,49.113,24.4946,0.374316
7.5791,281.859,0.00220378,34.0491,6.53856,12.2667,0,0.857992,474.069,102.508,36.5897,0.747974,339.485,0,0,16.945,52.4565,51.0198,47.7375,24.7082,0.365455
7.32291,281.547,0.00210073,33.0518,6.46669,13.0606,0,0.906682,478.048,102.542,34.4504,0.738549,338.609,0,0,16.5069,52.8247,53.03,49.4082,23.5897,0.367007
7.09567,281.226,0.00200585,32.0752,6.44311,12.7216,0,0.80649,457.899,102.581,31.2848,0.727056,335.298,0,0,16.8346,64.1656,58.389,53.6416,12.6362,0.393155
6.86539,280.94,0.001919,31.1935,6.57095,11.7298,0,0.903693,447.483,102.614,29.9655,0.728184,334.843,0,0,17.5652,75.2648,62.1043,56.5263,3.14565,0.427242
6.48743,279.832,0.00183134,30.5762,6.53827,11.2439,0,0.899825,376.521,102.647,6.12882,0.584258,272.6,0,0,17.7744,70.271,63.7992,57.9828,9.07164,0.439454
6.57938,280.974,0.00177186,29.403,6.74261,12.0182,0,0.875398,452.168,102.681,41.6946,6.45939,280.078,108.651,130.558,17.2524,66.9712,64.4509,58.5326,15.1736,0.434117
6.57938,280.974,0.00177186,29.403,6.74261,12.0182,0,0.875398,452.168,102.681,41.6946,6.45939,280.078,108.651,130.558,15.9122,56.7807,62.5153,57.1747,30.9939,0.410978
6.87604,282.179,0.00175848,28.588,6.5232,12.3255,0,0.845834,532.608,102.702,71.8444,7.6367,337.509,113.068,135.866,14.3848,45.8788,60.4049,55.6333,49.4339,0.387851
7.63068,284.42,0.0018013,27.7812,6.48509,11.6097,0,0.798545,688.934,102.691,124.346,13.0373,338.164,241.434,290.113,13.1042,41.2299,63.0032,57.6461,61.0068,0.373494
9.14188,288.6,0.00194193,26.9612,6.46865,12.8454,0,0.799897,811.8,102.63,222.786,22.8453,337.796,489.378,588.05,11.9788,41.9968,61.2761,55.5575,69.6628,0.365759
10.8444,292.183,0.00212766,26.2683,6.18294,13.008,0,0.713369,1009.75,102.549,285.825,29.2944,278.294,661.084,794.377,11.1764,43.2572,48.9728,43.9205,76.6107,0.358947
12.1461,293.994,0.00229287,25.8955,6.11845,13.6523,0,0.691679,1146.52,102.472,302.304,31.5864,281.859,668.861,803.721,10.8324,46.7781,46.5245,42.1892,76.0867,0.354538
13.2682,294.732,0.00240203,25.134,5.99305,13.6968,0,0.672781,1270.55,102.392,283.145,31.1763,285.021,612.279,735.731,10.6353,54.0223,44.9996,40.8706,68.3096,0.350494
14.0313,294.233,0.00251796,25.0212,6.29591,10.9245,0,0.67669,1295.01,102.34,243.668,28.2895,287.317,506.845,609.038,10.6775,64.829,44.2586,40.0867,53.8202,0.346234
14.2802,292.578,0.00257724,25.1828,6.50185,11.4717,0,0.783048,1322.68,102.318,177.195,22.406,288.268,351.106,421.899,11.3238,77.8531,49.1365,44.3283,33.8494,0.338489
13.9457,289.917,0.00255305,25.5152,6.80324,12.6148,0,0.810799,1259.77,102.338,96.6681,13.656,319.767,140.141,168.397,12.6228,99.0416,48.0203,43.2431,9.71102,0.338357
12.9629,287.276,0.00241502,25.796,7.38266,14.6495,0,0.790943,920.372,102.402,41.0771,1.14063,333.046,0,0,14.2565,107.606,45.4861,40.8609,0.199879,0.352496
11.6232,285.87,0.00208771,24.4323,7.82371,16.7825,0,0.762213,671.185,102.49,40.7681,1.14999,342.302,0,0,15.6009,105.03,43.5763,39.309,0.049979,0.352687
10.0552,283.528,0.00165859,21.6126,7.09551,21.0869,0,0.758545,456.957,102.558,10.8565,0.879752,274.953,0,0,15.8279,101.181,41.2841,37.2184,0.0642614,0.335196
8.98703,282.343,0.00142207,19.9496,6.30181,25.6404,0,0.714663,488.985,102.601,6.22175,0.780163,271.462,0,0,15.4289,96.8123,36.8973,33.7223,0.37311,0.307098
8.15283,281.417,0.00126354,18.7796,5.08787,14.2922,0,0.748237,316.787,102.614,2.83583,0.653303,268.515,0,0,14.8107,92.2684,33.4809,30.6217,1.94161,0.2785
7.59259,281.34,0.00116118,17.9422,3.97216,10.4042,0,0.827832,224.219,102.612,12.5023,0.668695,310.897,0,0,14.2794,80.8134,31.1723,28.3223,9.43993,0.255176
7.51801,281.618,0.00109035,16.9347,5.02093,15.9072,0,0.864528,311.586,102.608,24.625,0.808818,337.217,0,0,13.1688,60.8079,28.8372,26.1965,24.7383,0.239713
7.44446,281.526,0.000982626,15.3395,4.65729,17.2966,0,0.885676,325.29,102.605,22.7112,0.792173,336.609,0,0,12.1958,55.8878,27.7717,25.249,28.2139,0.237098
7.33908,281.364,0.000893332,14.0477,4.86325,11.2434,0,0.909728,331.329,102.602,22.0149,0.807507,336.025,0,0,11.4634,56.8487,27.9448,25.4705,27.2225,0.239021
7.05685,281.049,0.000851596,13.657,5.35149,7.42599,0,0.914963,303.963,102.599,22.8997,0.824426,335.195,0,0,10.9114,62.3618,29.236,26.4878,22.7727,0.246483
6.84924,280.8,0.000833251,13.5585,5.45155,6.17944,0,0.904014,292.421,102.603,22.0724,0.816904,334.656,0,0,10.7388,78.2026,33.0623,29.4778,9.86779,0.274625
6.71078,280.608,0.000810006,13.3099,5.47237,8.4101,0,0.852329,269.405,102.615,20.6133,0.809288,334.25,0,0,10.8493,91.0247,37.2275,33.3205,2.2233,0.311299
6.63626,280.491,0.000785537,12.977,5.13958,10.1968,0,0.822931,279.869,102.628,18.4347,0.783354,334.308,0,0,10.9535,89.6208,38.2519,33.7976,9.609,0.324032
6.53638,280.357,0.000757028,12.5957,4.9397,11.696,0,0.784199,285.876,102.644,16.9387,0.764706,333.842,0,0,11.8168,86.3512,35.9084,31.8902,16.0847,0.318275
6.46036,280.864,0.000758848,12.6952,4.91206,14.1962,0,0.744536,307.149,102.658,32.5461,7.05187,265.024,118.041,141.842,12.9683,77.1803,32.5361,28.6796,25.7998,0.303411
6.46036,280.864,0.000758848,12.6952,4.91206,14.1962,0,0.744536,307.149,102.658,32.5461,7.05187,265.024,118.041,141.842,11.4647,62.7251,28.8306,25.5385,40.0368,0.268256
7.14209,283.999,0.000754612,12.038,5.07315,19.83,0,0.71767,428.196,102.667,106.217,13.611,312.411,260.819,313.407,9.51968,54.8349,26.2698,23.4052,50.3464,0.256748
8.28894,287.553,0.000738595,10.8771,4.95386,26.2878,0,0.670102,572.125,102.637,180.708,20.8301,264.423,476.651,572.757,9.69876,63.7172,24.0461,21.1342,44.2363,0.271614
9.9079,290.928,0.000781735,10.2895,4.99109,24.6509,0,0.591041,732.793,102.555,239.469,27.2924,267.562,600.147,721.153,10.1096,72.831,25.441,22.3951,38.2549,0.278776
11.7147,293.798,0.000882412,10.2583,4.82524,29.3254,0,0.487155,921.18,102.445,269.494,32.1911,271.635,664.918,798.983,10.1673,80.065,26.1837,23.1762,32.7271,0.278522
13.1434,295.504,0.00100474,10.5956,4.98269,41.757,0,0.429586,1086.78,102.335,283.165,34.7141,275.596,673.074,808.784,10.1683,89.1643,27.4003,24.3146,25.1108,0.285769
14.0399,296.273,0.00123385,12.2419,4.49398,52.3266,0,0.396852,1142.77,102.241,262.512,33.2777,279.284,619.601,744.529,10.5551,105.922,29.0571,25.9384,10.3798,0.316476
14.7419,295.883,0.00139537,13.1998,4.16592,57.985,0,0.387016,1267.63,102.153,217.629,29.2668,282.237,509.741,612.519,11.81,117.165,30.0315,26.1106,0.942244,0.379864
15.1294,294.266,0.0015318,14.1149,4.05565,63.2369,0,0.407924,1279.91,102.103,154.212,22.7807,284.807,353.1,424.294,13.9081,123.485,38.2127,32.095,0.0264649,0.570872
15.1448,291.557,0.00162992,15.0021,3.93234,68.9493,0,0.555133,1200.1,102.093,76.4817,13.8787,286.098,166.503,200.075,18.376,139.799,55.4818,45.2552,0.000518494,0.908859
14.8554,288.461,0.00168819,15.8441,3.64807,74.1743,0,0.628864,560.938,102.118,8.58634,0.83549,286.552,0,0,15.9966,118.161,42.246,35.4885,0.00309063,0.650348
14.2511,287.415,0.00177969,17.3926,2.00618,67.0097,0,0.480078,1151.72,102.139,0.178006,0.353033,286.379,0,0,19.2221,132.618,62.4737,53.0124,1.74E-05,0.630484
13.6289,286.47,0.00195857,19.9572,2.41451,51.226,0,0.519096,486.402,102.156,-3.85853,0.377342,285.532,0,0,18.6336,119.13,53.1947,45.4058,8.00E-05,0.462351
8.55566,282.837,0.00298354,43.0504,7.58619,11.3532,0,0.856573,522.247,102.439,41.374,0.747685,344.722,0,0,22.3443,52.1393,60.924,56.7994,25.7344,0.43166
8.19269,282.413,0.00295412,43.72,7.44994,11.4721,0,0.906588,500.147,102.463,38.5105,0.712049,342.662,0,0,21,43.8804,58.5596,54.6023,32.7611,0.414491
7.845,282.031,0.00289633,43.9217,7.2073,11.7612,0,0.839535,503.963,102.488,36.2689,0.681328,341.601,0,0,19.8939,41.6,55.5702,51.7224,34.0617,0.402558
7.48798,281.632,0.00280766,43.6605,7.26115,10.7624,0,0.850765,466.622,102.52,35.0203,0.66697,340.152,0,0,18.9259,42.1194,52.9301,49.2418,32.4574,0.394003
7.12042,281.215,0.00268764,42.8936,7.34928,9.57938,0,0.892932,449.107,102.558,33.6146,0.656828,337.524,0,0,17.853,42.2547,51.5009,47.9104,32.1592,0.386252
6.7565,280.817,0.00259437,42.4869,7.27381,9.46582,0,0.898276,448.308,102.597,32.1608,0.637727,335.663,0,0,16.9666,43.9169,54.3401,50.2795,31.6399,0.385199
6.37057,280.428,0.00258678,43.5368,7.12464,9.95004,0,0.895315,443.251,102.63,31.5354,0.602487,334.794,0,0,16.734,58.5729,61.2482,56.0542,19.4673,0.404243
6.05042,280.089,0.00256188,44.1094,7.03051,9.34329,0,0.890642,437.629,102.659,30.5336,0.577742,334.111,0,0,17.0662,75.9515,64.359,58.5175,5.57799,0.431618
5.93259,280.23,0.00245591,42.647,6.90576,9.86957,0,0.877872,447.471,102.685,39.19,2.43599,333.713,28.9296,34.7626,17.0481,73.4121,63.0138,57.1385,10.1207,0.436572
5.93259,280.23,0.00245591,42.647,6.90576,9.86957,0,0.877872,447.471,102.685,39.19,2.43599,333.713,28.9296,34.7626,16.3562,67.1567,60.0731,54.4416,18.9659,0.423747
6.11423,281.239,0.00237673,40.759,6.86594,10.2192,0,0.84871,502.665,102.71,68.4842,5.77742,334.464,100.333,120.563,14.8394,59.3365,55.5073,50.5055,31.7112,0.396423
6.64148,282.787,0.00231957,38.3366,6.88138,10.6426,0,0.909846,605.506,102.712,106.109,9.34545,336.33,186.435,224.025,13.1885,51.6546,53.0464,48.4372,44.7851,0.369622
7.56619,285.144,0.00229908,35.6094,6.86328,11.7249,0,0.869998,713.352,102.667,159.793,14.2953,337.509,306.531,368.336,11.8057,44.8784,51.5475,47.2308,56.1369,0.351134
8.81113,287.921,0.00230482,32.7282,6.61821,12.4914,0,0.802145,813.219,102.602,213.133,19.8814,340.245,427.318,513.477,10.8305,44.3407,50.3333,46.0003,60.8181,0.341177
10.3612,290.978,0.00241273,30.7778,6.24166,15.4756,0,0.792048,944.798,102.522,260.257,25.6198,343.227,533.86,641.501,10.2254,48.2932,48.4349,44.1341,63.7639,0.332133
11.9093,292.326,0.00242016,27.7637,6.13879,18.0098,0,0.809525,1157.38,102.433,249.025,26.7219,347.266,492.224,591.47,10.0186,51.2885,40.782,36.7913,65.8958,0.326213
12.9395,291.553,0.00242757,25.9616,6.3131,15.611,0,0.875242,1286.04,102.366,185.81,22.2893,352.257,333.277,400.475,10.2701,56.0622,41.553,37.6158,60.1859,0.322191
13.0762,289.64,0.00237229,25.1322,6.78244,10.843,0,0.856916,1279.7,102.341,118.258,16.0433,353.832,177.811,213.663,10.653,63.1509,47.0444,42.7337,49.1806,0.315827
12.6247,287.699,0.00222917,24.3496,7.19315,9.24026,0,0.835643,976.572,102.362,67.8354,9.60114,353.257,68.9582,82.8621,11.3317,73.2548,45.3781,40.9857,35.0873,0.308818
11.6929,285.85,0.00201801,23.4899,7.77186,11.7804,0,0.881268,779.495,102.424,37.1155,1.17427,350.855,0,0,12.5209,84.4361,42.2107,38.0264,21.5137,0.304205
10.5542,284.605,0.00176149,22.1716,8.19211,15.8762,0,0.892955,675.269,102.501,34.8088,1.14804,347.521,0,0,13.5372,95.4321,41.6914,37.5193,8.91231,0.30918
9.2767,283.388,0.00143517,19.7294,8.07613,19.9579,0,0.916674,550.223,102.567,36.8759,1.08967,343.576,0,0,14.3191,98.2937,42.6727,38.3018,2.50518,0.311395
8.36771,282.517,0.0012534,18.3542,7.38535,21.0703,0,0.913247,536.703,102.615,35.6541,1.00169,340.874,0,0,14.9168,94.6313,42.077,37.9724,1.37801,0.304184
7.72229,281.884,0.00115662,17.7138,6.65882,19.3253,0,0.88873,489.922,102.626,33.1852,0.919452,338.794,0,0,15.2411,89.82,39.1022,35.6192,2.26609,0.291217
7.35641,281.503,0.00107123,16.8279,5.85762,18.3638,0,0.899927,456.055,102.62,29.39,0.853347,337.704,0,0,15.2118,82.9263,36.2301,33.1196,5.76286,0.275163
7.14917,281.242,0.00101548,16.183,5.5022,17.444,0,0.902126,439.262,102.613,26.349,0.821456,337.029,0,0,14.5433,70.5459,34.2355,31.2501,14.4826,0.258964
6.95139,281.006,0.000969725,15.6671,5.12142,13.0498,0,0.947884,395.84,102.604,23.8274,0.787026,336.213,0,0,13.3532,59.5727,32.8345,29.9388,22.8486,0.25013
6.75766,280.78,0.000943291,15.4465,5.1954,10.6522,0,0.955982,379.948,102.596,23.1958,0.781797,336.838,0,0,12.2903,53.5732,32.4379,29.6192,27.8679,0.249381
6.41876,280.422,0.000923372,15.4834,5.55937,7.51749,0,0.930521,307.802,102.597,24.0077,0.781498,335.799,0,0,11.3915,51.8387,32.0197,29.3099,29.6048,0.248646
6.24088,280.195,0.000903053,15.333,5.50469,7.09543,0,0.906235,288.904,102.6,22.3976,0.765631,335.125,0,0,10.5823,55.7288,32.1756,29.2909,26.8073,0.251277
6.10126,280.001,0.000884627,15.1695,5.30053,7.50354,0,0.857946,284.194,102.61,20.1968,0.741036,333.428,0,0,10.1144,73.4334,34.9321,31.3896,12.6267,0.274217
6.00601,279.856,0.000856284,14.7839,5.17529,8.55737,0,0.799191,270.994,102.623,18.4342,0.728296,333.211,0,0,9.96088,90.0894,38.0606,34.1429,2.48447,0.307777
5.87637,279.686,0.000825921,14.3916,5.26569,9.14133,0,0.767986,269.999,102.633,17.5844,0.72715,332.781,0,0,9.58048,89.1402,36.6551,32.3485,10.0918,0.312058
5.86139,280.167,0.000824611,14.3849,5.40866,12.498,0,0.739545,305.822,102.639,32.2855,6.6524,260.018,118.105,141.919,10.3982,85.1892,32.8686,29.0184,17.3001,0.301125
5.86139,280.167,0.000824611,14.3849,5.40866,12.498,0,0.739545,305.822,102.639,32.2855,6.6524,260.018,118.105,141.919,11.4515,75.4827,29.127,25.846,27.7712,0.2832
6.6828,283.388,0.000764501,12.5914,5.48926,21.3093,0,0.715496,445.94,102.651,107.446,13.764,261.276,309.622,372.05,9.82702,60.4334,26.0619,23.016,42.4584,0.248002
7.82544,286.87,0.000738413,11.2276,5.41451,28.2734,0,0.67582,568.728,102.621,183.977,20.4156,263.292,476.692,572.806,8.52758,51.9931,24.2265,21.447,52.5301,0.238952
9.53223,290.426,0.000767428,10.3628,5.09861,24.0427,0,0.602358,774.975,102.534,238.533,26.8912,266.718,600.229,721.251,8.45281,55.9614,22.0419,19.4374,50.928,0.247834
11.337,293.345,0.0008508,10.1454,4.97451,27.5968,0,0.537885,940.121,102.424,271.962,32.0299,270.932,669.018,803.91,8.71271,65.409,22.0885,19.3267,44.1179,0.257308
12.8052,295.121,0.000941706,10.158,5.07006,38.0302,0,0.511186,1098.09,102.322,284.719,34.668,274.901,677.172,813.708,8.90032,75.3847,22.3336,19.5486,35.7024,0.261653
13.8343,295.909,0.00108032,10.8654,4.70397,44.9949,0,0.43061,1262.8,102.226,264.36,33.7222,278.212,624.197,750.052,9.2435,87.246,23.0808,20.3082,24.7673,0.263206
14.6305,295.623,0.00123277,11.747,4.33826,47.9944,0,0.447539,1291,102.141,217.823,29.8019,280.941,514.316,618.016,9.5705,104.16,25.1207,22.2245,9.29843,0.273212
15.0213,294.033,0.00138495,12.8527,4.19483,55.1558,0,0.418349,1423.11,102.095,153.748,23.2259,282.71,357.301,429.343,11.074,118.017,33.1643,28.303,0.253564,0.338098
14.9951,291.25,0.00152984,14.2231,4.15907,62.2065,0,0.386315,1335.13,102.102,75.168,14.1294,283.227,167.534,201.313,16.9181,140.482,56.7593,46.8599,1.03E-05,0.56706
14.6188,288.083,0.00161853,15.4322,4.17519,62.1905,0,0.477439,784.223,102.123,6.5444,0.874325,283.296,0,0,20.619,158.231,73.1136,60.4188,1.08E-06,0.808857
14.1217,287.089,0.00168596,16.6224,3.01283,55.8542,0,0.673883,715.592,102.156,-2.39529,0.579626,283.226,0,0,19.6897,134.529,69.7161,56.4006,4.31E-06,0.554124
13.296,285.994,0.00189317,19.7338,2.86427,54.0646,0,0.487051,597.85,102.194,-5.6475,0.460128,282.267,0,0,15.1525,106.683,46.3746,41.181,0.000900699,0.369962
12.3775,284.961,0.00184541,20.4659,3.06133,39.5359,0,0.4661,577.241,102.212,-7.11057,0.45976,279.466,0,0,14.1491,102.095,43.1442,37.9781,0.00497681,0.337205
10.6646,283.335,0.00133312,16.6107,4.97265,39.12,0,0.567565,410.857,102.24,-10.84,0.719014,275.335,0,0,14.5314,102.909,43.6183,37.5246,0.00428097,0.320137
9.59372,282.348,0.00120919,16.2172,4.25312,33.8456,0,0.573132,355.293,102.272,-7.68601,0.609439,272.312,0,0,15.4741,103.154,44.2697,37.678,0.00618906,0.306473
9.11688,281.946,0.00115487,16.0085,3.19377,24.0598,0,0.598776,439.316,102.294,-4.45482,0.468801,271.355,0,0,15.7808,102.283,42.9272,36.6741,0.0098746,0.295111
8.74792,281.46,0.00112172,15.9508,2.99702,18.8826,0,0.742901,377.212,102.303,-5.56807,0.422399,271.617,0,0,15.1936,101.552,41.2789,35.8368,0.000774214,0.290733
8.69727,281.979,0.00109843,15.6767,3.82307,25.3109,0,0.904489,365.643,102.318,2.51602,0.758899,342.512,0,0,15.9474,102.501,43.0413,37.4504,0.00399195,0.300133
8.74731,282.252,0.00110803,15.7618,4.0878,29.8681,0,0.820278,103.675,102.335,7.39498,0.7986,342.905,0,0,15.5342,101.95,43.6748,38.1559,0.0111734,0.307189
9.00659,282.464,0.0011315,15.813,4.0064,26.1647,0,0.823074,199.406,102.352,6.25632,0.802332,343.071,0,0,14.9957,102.673,48.5727,40.7724,0.00626438,0.332638
8.95288,282.417,0.00113552,15.9298,4.02133,30.8726,0,0.803878,201.803,102.363,6.42442,0.799692,342.686,0,0,14.8728,104.099,53.5203,43.9755,1.0207,0.362849
8.99146,282.422,0.0011573,16.1952,3.68433,32.4261,0,0.799368,211.362,102.381,5.31878,0.771615,342.892,0,0,15.6728,104.961,52.3285,45.3383,4.38888,0.390487
9.03174,282.41,0.00117814,16.443,3.43822,25.5491,0,0.830476,211.179,102.393,4.04448,0.746713,342.435,0,0,15.7448,103.567,52.2629,46.7005,5.2276,0.402402
9.24423,283.317,0.00123939,17.0489,4.3074,28.6498,0,0.796355,307.57,102.406,20.9921,6.94383,337.942,68.4999,82.3113,14.8488,100.76,49.0579,43.5323,6.96345,0.378547
9.24423,283.317,0.00123939,17.0489,4.3074,28.6498,0,0.796355,307.57,102.406,20.9921,6.94383,337.942,68.4999,82.3113,12.4871,92.7873,44.2853,39.4596,11.4384,0.323552
9.58148,284.516,0.00130647,17.561,4.69104,32.3638,0,0.828405,392.185,102.413,45.1666,9.70194,345.814,109.921,132.084,10.4827,87.8731,42.4779,37.8495,15.4508,0.297482
9.90204,285.112,0.00133659,17.5726,4.23836,30.8398,0,0.817712,454.164,102.398,48.942,10.2169,346.779,120.196,144.43,8.44528,86.9623,46.3622,41.276,18.4527,0.291351
10.6093,286.12,0.00144301,18.0661,4.20673,28.3943,0,0.81568,591.651,102.341,56.3705,11.7102,348.571,143.406,172.32,7.28569,79.1873,40.518,35.8531,30.1896,0.281493
11.3046,286.799,0.00144923,17.2932,4.07162,25.4421,0,0.941026,699.411,102.271,54.6147,12.0844,350.335,142.207,170.879,7.20372,76.1457,39.3326,35.0077,33.8682,0.278277
12.0779,287.655,0.00151231,17.1128,3.91079,23.7389,0,0.948655,797.191,102.201,55.0813,12.8432,352.353,150.287,180.589,7.29706,81.1951,38.2751,33.8914,25.8149,0.279742
12.7088,289.494,0.00162483,17.6094,3.7495,12.195,0,0.951629,910.34,102.141,83.8277,17.1249,353.776,239.006,287.196,7.27173,95.0514,38.4997,34.0268,8.27381,0.287737
13.2276,290.812,0.00173446,18.142,4.21069,12.619,0,0.906957,917.142,102.081,112.296,19.513,354.839,275.266,330.766,7.71821,103.634,39.8351,35.0459,0.15999,0.300866
13.2907,290.61,0.00179321,18.6756,4.7967,7.7467,0,0.87178,895.935,102.072,114.004,18.8345,353.018,249.417,299.707,8.64511,105.652,46.832,41.202,0.00425256,0.313431
13.1391,288.544,0.00191205,20.1249,4.77535,13.4351,0,0.873482,814.079,102.111,58.289,11.1003,353.447,99.6844,119.783,9.95789,101.563,51.7452,45.858,0.0157195,0.317897
12.828,286.734,0.00199635,21.4684,4.95549,15.1487,0,0.91072,712.539,102.167,18.852,1.05946,354.633,0,0,10.5356,96.7365,53.3416,47.5333,0.117916,0.307497
12.5775,286.149,0.00205046,22.4393,5.25249,17.0787,0,0.924063,613.244,102.229,10.8176,1.04533,354.134,0,0,10.2656,90.1946,52.1044,47.0025,4.4409,0.28522
12.2405,285.665,0.00209721,23.4927,5.80008,15.5167,0,0.892285,613.14,102.29,7.63634,1.04617,350.941,0,0,9.85212,70.6161,47.7252,43.7624,22.2639,0.267208
7.45346,281.599,0.00096879,15.1068,5.16515,22.8224,0,0.872338,451.673,102.557,26.4725,0.808905,336.727,0,0,12.736,90.8665,34.8887,32.0161,4.41161,0.268981
7.20877,281.288,0.000902302,14.3101,5.30007,19.2534,0,0.983054,405.197,102.545,25.154,0.805645,335.706,0,0,12.6425,83.662,32.38,29.6265,7.76146,0.251917
6.82376,280.921,0.000874325,14.2426,5.01186,15.3212,0,0.892588,344.07,102.535,24.5501,0.763905,334.66,0,0,12.443,74.3549,30.3853,27.748,13.6809,0.241246
6.55286,280.607,0.000830848,13.7922,5.24428,13.4527,0,0.935744,320.382,102.527,24.2739,0.763951,334.408,0,0,12.0653,69.549,28.7818,26.2407,16.5788,0.236154
6.3367,280.343,0.00078118,13.1668,5.1373,11.8852,0,0.862076,305.582,102.537,22.5573,0.745875,333.21,0,0,11.3597,68.4197,27.6481,25.2802,17.1247,0.232842
6.16412,280.124,0.00073531,12.5458,5.16585,11.4248,0,0.80046,274.85,102.547,21.4084,0.740369,333.093,0,0,10.4981,74.009,27.7479,25.2039,13.4382,0.235555
5.98416,279.908,0.000702732,12.1443,5.18629,10.5856,0,0.753492,261.697,102.563,20.4992,0.732079,332.768,0,0,9.83396,86.7026,30.1077,27.0939,5.17307,0.258603
5.76282,279.659,0.000676262,11.8722,5.27231,10.1329,0,0.917564,251.759,102.581,20.0261,0.723392,331.728,0,0,9.63937,96.5454,33.9905,30.1125,1.79784,0.29535
5.53848,279.885,0.000666131,11.8821,5.46558,11.3,0,0.692116,257.276,102.595,33.7919,6.5581,256.427,118.964,142.951,9.79122,92.6443,34.273,30.2416,10.5073,0.301417
5.53848,279.885,0.000666131,11.8821,5.46558,11.3,0,0.692116,257.276,102.595,33.7919,6.5581,256.427,118.964,142.951,10.4323,87.5924,32.03,28.2513,17.2741,0.294158
6.37323,283.155,0.000663599,11.1639,5.41535,18.431,0,0.663356,429.965,102.606,108.949,13.4701,257.266,311.436,374.23,10.9545,75.0273,28.2124,25.356,28.4337,0.271465
7.69415,286.728,0.000647371,9.93027,5.50807,26.232,0,0.635093,588.881,102.588,185.752,20.4108,259.914,479.009,575.59,9.52536,60.3609,26.4128,23.6479,41.8407,0.240953
9.26944,290.124,0.000703894,9.6766,5.32628,21.6769,0,0.585091,747.15,102.518,243.723,26.696,263.248,602.709,724.232,8.27934,48.9377,22.8324,20.2541,54.9556,0.224361
10.912,293.031,0.000774976,9.51248,4.94661,22.0668,0,0.53458,936.031,102.427,275.295,31.4727,267.342,671.284,806.633,7.91571,48.4794,20.0857,17.729,57.768,0.225705
