SO2,NO2,PM10,PM2.5,O3,CO,temp,humi,press,w_speed,w_dir,aqi
7,31,9,3,15,0.6,26,89,1009,1.4,231,33.005302
8,28,13,5,18,0.6,25.7,90,1008.8,1.8,231.5,32.84277
7,24,2,4,30,0.6,24.9,87,1007.5,1.7,232.3,27.930058
10,38,14,1,20,0.6,25.2,88,1006.9,1.4,251.6,37.020622
8,46,25,7,11,0.9,26.1,87,1006.7,0.7,269.2,43.344704
8,50,32,11,6,0.9,25.9,90,1005.8,0.8,299.3,47.00467
6,43,31,16,4,0.9,26,91,1006,0.7,275.5,43.99863
7,29,36,22,5,1,28.2,89,1007.6,0.7,34.8,40.14571
7,19,26,17,27,0.7,29.7,80,1007.6,1.6,251.6,35.284695
8,13,32,8,52,0.5,30.8,73,1007.6,2.2,229.6,36.4723
7,9,34,6,62,0.5,31.8,67,1007.1,1.9,247.3,39.296818
6,6,30,5,67,0.5,32.5,65,1006.4,1.8,3.8,39.756424
6,5,25,6,58,0.5,32.9,63,1005.4,2.2,262.8,35.967793
6,5,18,4,54,0.5,32.7,63,1004.5,3,237.6,33.74719
6,6,26,3,57,0.5,32.5,64,1003.8,3.1,241,36.582455
5,8,20,5,50,0.5,31.9,66,1003.9,3.3,231.2,32.598827
6,11,27,10,44,0.5,31.8,68,1004.3,2.9,233,34.59194
6,12,23,8,35,0.5,31,71,1004.7,2.7,237.3,32.702694
6,15,26,6,25,0.5,30.2,74,1004.8,1.8,253.1,33.419617
6,17,22,5,20,0.5,29.8,76,1005.8,2,240.6,31.921392
6,14,26,6,22,0.5,29.4,79,1006.2,1.5,277.9,33.204014
6,15,18,6,20,0.5,29,80,1006.8,1.7,234.6,30.459288
6,15,16,4,20,0.5,28.9,81,1006.8,1.3,224.8,29.487019
6,12,8,4,19,0.5,28.7,82,1006.4,1.2,237.9,26.354538
6,15,22,4,15,0.5,28.3,85,1005.7,0.8,321.2,31.387793
6,15,17,5,15,0.6,28.1,86,1005.3,0.8,285.3,29.677517
7,16,18,5,13,0.6,28,85,1005.2,0.8,287.5,30.016703
7,17,17,3,11,0.5,27.8,87,1005.2,0.7,353.1,30.1104
6,18,21,3,9,0.5,27.6,89,1005.5,0.6,350.9,31.92196
6,17,14,3,11,0.6,28,88,1005.9,0.6,351.3,29.174099
6,14,21,4,17,0.6,29.4,81,1006.4,0.9,21.6,30.894442
6,15,23,5,26,0.6,30.3,76,1006.8,1.5,241.2,32.162468
7,12,28,5,38,0.6,31.1,70,1007.1,2,229.8,34.372078
6,10,26,8,51,0.5,31,69,1007.1,2.6,222,34.417683
5,12,43,9,31,0.6,27,89,1006.8,0.8,308.1,40.191204
7,10,24,7,62,0.5,32.8,63,1005.3,2,230.1,36.21886
6,8,29,5,57,0.5,32.6,65,1004.4,2.4,244.3,36.969677
6,7,21,3,59,0.5,32.9,63,1004,2.4,229.8,35.794857
5,9,27,5,55,0.5,32.6,64,1003.4,2.5,245.8,35.780273
5,12,24,6,46,0.5,32.1,67,1003.5,2.1,250.4,33.36243
5,14,26,6,34,0.5,31.3,70,1003.5,2.2,242.2,33.683224
5,13,22,3,29,0.5,30.5,73,1004,2.5,239.8,31.588978
6,15,20,4,23,0.5,30,76,1004.7,1.9,240.2,30.985437
6,14,16,6,23,0.5,29.7,78,1005.4,1.8,242.1,29.768314
6,15,20,6,22,0.5,29.5,79,1005.9,1.6,233.2,31.226753
6,13,20,6,22,0.5,29.4,81,1005.8,2.2,231.3,31.014622
6,15,10,3,18,0.5,29.1,82,1005.6,1.4,248.6,27.243635
7,17,14,2,17,0.5,29,82,1005.3,1.2,252.8,29.185665
7,14,15,4,20,0.5,28.9,84,1005,1.1,242.2,28.992657
6,14,10,4,20,0.5,28.6,85,1004.7,0.9,289.7,27.297623
6,12,20,3,21,0.5,28.5,85,1004.7,0.9,307.7,30.455301
6,11,17,2,22,0.5,28.4,85,1004.8,0.9,295.6,29.205168
5,9,10,5,26,0.5,28.9,83,1004.9,1.5,267.7,27.166346
7,12,12,3,25,0.6,30,78,1005.6,1.6,254.8,27.669418
8,12,24,6,33,0.6,30.8,74,1005.8,1.9,239.3,32.503834
6,15,36,6,38,0.6,30.3,78,1005.7,1.9,231.3,37.55602
5,16,41,7,38,0.6,28.6,84,1006,1.6,231,39.52777
7,9,34,9,68,0.6,32.4,68,1004.7,2.3,229.7,39.558235
6,7,25,11,69,0.5,32.8,65,1004.1,2.4,238.2,38.37643
6,7,21,8,62,0.5,33.2,62,1003.3,2.6,230.6,35.89292
6,12,35,8,62,0.5,32.3,68,1002.7,2.8,229.9,38.891273
5,13,29,9,49,0.5,30.2,76,1002.7,2.8,242.5,35.583237
5,16,18,8,35,0.6,26.6,90,1003.8,1.1,266,31.318846
5,28,6,5,25,0.7,26.4,90,1003.8,1,276.7,30.919987
5,50,15,4,1,0.8,26.7,93,1003.8,0.7,40.8,42.61304
6,40,21,24,10,0.7,25.5,94,1004,0.8,70.4,42.82082
5,43,28,8,2,0.7,25.9,94,1004.6,0.7,59.3,43.786167
6,30,27,13,17,0.7,27.1,92,1005.2,0.8,93,37.91279
6,25,22,13,35,0.7,28.2,85,1005.8,1.1,199.2,34.331657
6,20,22,9,80,0.6,29.8,77,1005.8,1.4,260.2,41.040394
6,16,44,11,103,0.6,30.2,74,1005.7,1.1,290,50.36876
6,14,36,10,125,0.6,31.2,71,1004.8,1.7,192.2,58.086266
6,12,45,17,100,0.6,30.7,74,1004.3,1.6,114.9,49.54053
5,8,35,12,61,0.5,25.4,93,1004.8,2.3,229.3,38.692635
5,50,14,1,14,0.8,26,95,1003.6,1.2,82.1,42.47246
5,54,27,15,5,0.7,26.7,96,1003.6,1,64.6,47.56793
5,51,33,15,2,0.8,27,96,1004.4,0.9,51.9,48.143402
5,34,26,16,2,0.8,26.7,98,1003.5,0.6,289.7,39.11596
5,24,27,13,9,0.8,26.9,98,1003.4,0.4,254.7,35.575768
5,20,13,11,27,0.7,26.4,92,1004.2,1.8,236.6,30.018574
5,12,6,9,48,0.6,25.1,94,1004.1,2,235.8,30.105658
4,24,7,3,32,0.6,25.5,94,1004.3,0.7,11.9,29.987837
5,36,16,6,22,0.7,25.7,96,1004.2,0.9,67.8,37.23764
5,37,14,11,25,0.8,26.3,95,1003.7,1,101.9,36.664448
4,23,18,19,39,0.7,27.5,92,1003.4,0.9,79.1,34.629696
4,28,35,12,38,0.7,28.1,92,1002.9,0.9,97.6,39.964363
4,46,49,17,12,0.7,28.1,94,1002.1,0.8,74.4,51.392902
4,48,45,24,12,0.8,28.3,94,1001.5,0.8,76.9,50.51235
4,46,46,27,13,0.8,28.6,94,1001.4,0.9,88.8,49.910534
4,34,47,26,23,0.9,28.8,92,1001.3,1,74.3,45.38124
4,22,35,19,30,0.7,28.7,90,1001.5,0.8,37.9,39.131496
4,18,28,18,33,0.7,28.8,90,1002.6,0.7,329.9,36.2473
4,17,32,19,33,0.7,28.7,90,1003.4,1,293.8,37.70292
4,13,27,18,36,0.7,28.8,90,1003.4,1.4,282.3,35.951954
4,12,25,10,37,0.6,28.6,90,1002.7,1.2,267.2,33.717052
4,10,29,9,37,0.6,28.5,90,1002.8,1,307.8,34.754894
4,11,26,11,33,0.6,28.4,91,1002.5,1,326.9,33.951077
4,10,20,8,31,0.6,28.3,92,1002.1,0.7,313.3,31.27192
4,11,24,9,26,0.5,28,94,1001.8,0.7,341.9,32.836308
4,14,23,8,29,0.5,27.8,92,1001.8,2.2,255.1,32.77791
5,16,5,2,38,0.6,27,88,1002.6,1.6,260.9,27.205444
4,21,5,4,28,0.7,27.1,87,1003.6,0.9,35,27.99483
4,30,5,5,17,0.9,27.3,87,1004.1,0.7,0.2,31.296736
4,31,16,5,19,0.9,28,87,1004.4,0.7,49.1,35.17085
5,42,40,8,22,0.8,28.7,88,1004.4,1.1,266.1,47.00754
6,38,57,26,41,0.8,29.2,87,1004.4,1.9,237.5,49.94014
6,22,44,25,48,0.7,29.3,84,1004.4,1.2,188.9,43.6832
5,26,30,18,44,0.6,28.5,82,1004.4,1.2,99.9,38.263912
5,21,26,7,49,0.6,28.7,81,1004,1.4,88.4,34.9992
5,21,25,9,49,0.6,29.2,82,1003.5,1.4,95.8,34.929806
5,39,38,12,30,0.6,29.3,84,1003.1,1.4,100.6,45.271194
5,44,51,13,21,0.7,29.1,87,1002.9,1.4,91,51.22165
5,55,52,18,6,0.8,29,89,1003.3,0.9,88.6,55.620205
5,36,34,19,23,0.7,29.1,87,1003.9,0.9,342,42.413475
4,22,30,15,28,0.6,29.2,86,1004.2,0.9,42.3,36.879795
4,19,30,14,28,0.6,29.1,86,1004.6,0.9,335,36.42268
4,22,30,12,22,0.6,28.9,87,1005.2,0.9,337.9,36.243984
4,17,29,12,24,0.6,28.8,88,1005.6,0.9,318,35.43945
4,13,27,11,27,0.6,28.7,90,1005.1,1.2,303,34.291363
4,11,34,8,28,0.6,28.6,90,1004.5,1.2,353.3,36.161163
4,9,27,7,30,0.5,28.6,90,1004.2,1.3,312.7,33.534054
4,9,26,11,30,0.5,28.7,89,1004.2,1.4,254.4,33.74249
4,7,28,9,33,0.5,28.7,90,1004.4,1.5,255.3,34.056507
4,12,23,7,29,0.6,28.7,89,1004.3,2,231.3,32.313774
4,14,21,7,32,0.6,28.8,87,1004.8,1.9,237.4,31.941004
4,15,20,6,33,0.6,28.7,88,1004.8,1.2,329,31.597446
4,21,30,8,28,0.7,29.1,87,1005.6,1.6,237.7,35.79571
5,28,29,11,25,0.7,29.6,85,1006.5,0.7,256.1,37.957882
7,7,39,13,68,0.5,31.3,73,1005.4,3.1,237.1,40.62103
6,9,23,11,59,0.6,30.7,77,1004.6,3,230.4,35.181087
7,12,19,7,57,0.5,30.9,76,1004.3,2.6,242.8,34.176605
7,13,26,9,52,0.5,30.8,76,1004.7,2.8,232.4,34.67476
7,19,32,11,40,0.6,30.4,78,1005.2,2.4,228.2,37.015293
7,29,30,12,27,0.7,30,79,1006,1.8,252.6,38.334984
7,11,22,10,56,0.5,25.1,88,1007.3,1.8,297.3,34.264317
7,30,5,4,28,0.5,24.4,94,1007.4,1.2,62.6,31.407774
8,44,32,10,1,1,25.2,96,1007.1,1,56.4,44.530712
10,53,36,17,5,1.1,27.2,89,1007.4,0.8,52.7,48.66778
11,68,58,21,16,1.1,29.3,82,1007.6,1.1,92.9,61.2748
10,39,58,27,44,0.8,31,73,1007.8,1.2,228.3,50.18366
10,18,40,15,73,0.6,31.5,69,1007.8,1.5,238.6,41.592747
10,13,31,13,92,0.6,32.6,65,1007.7,1.3,218,45.133896
9,9,37,10,93,0.5,33.2,62,1007,1.8,234.3,46.782246
9,8,25,8,88,0.5,33.4,61,1006.4,1.8,231.7,43.514034
8,10,36,7,62,0.5,31.9,71,1005.7,1.5,242.5,39.647713
8,8,10,6,78,0.5,33.7,60,1004.7,1.9,224.7,38.963367
8,8,25,6,69,0.5,33.5,60,1004.2,2.2,227.8,38.524254
8,15,32,5,49,0.5,32.6,62,1004.1,1.9,248.8,36.304184
9,19,18,6,34,0.5,31.8,65,1004.3,2.1,247.4,31.271486
9,24,21,5,20,0.6,31,70,1004.9,1.7,243.7,33.628857
9,20,30,8,20,0.5,30.5,74,1005.6,1.8,245.8,35.310883
9,22,23,7,18,0.5,30,77,1006.3,1,280.2,33.526173
9,17,26,6,19,0.5,29.6,79,1006.9,1.1,300,33.289455
9,15,19,7,19,0.6,29.2,81,1007,1.7,249.5,30.672606
9,15,28,7,18,0.6,28.9,83,1006.9,1.3,268,33.761086
8,10,20,7,23,0.5,28.7,84,1006.5,1.4,276.6,30.789694
8,11,13,3,24,0.5,28.5,85,1006.3,1.2,265.4,27.94607
8,12,16,2,22,0.5,28.4,85,1006.4,0.9,260.5,28.881865
9,18,13,4,14,0.5,28.2,85,1006.3,0.7,255.4,28.8952
8,21,12,2,11,0.6,27.9,87,1006.4,0.4,248.3,29.8716
9,18,7,1,12,0.6,28.8,84,1006.6,0.8,86.3,26.985287
11,14,14,1,23,0.5,29.4,79,1007,1.6,108.6,28.17393
10,15,23,2,28,0.6,30.6,72,1006.9,1.2,167,32.183643
10,14,24,4,47,0.6,32,65,1006.7,1.4,226.2,33.304737
10,14,53,4,69,0.6,32.4,62,1006.6,1.6,239.9,47.679466
12,13,32,6,95,0.5,33.4,58,1006.1,1.3,231,46.835392
11,11,26,12,116,0.5,34.2,55,1005.4,1.3,223.8,53.305164
9,7,33,10,112,0.5,34.1,56,1004.6,1.6,203.1,52.98376
8,12,22,11,96,0.5,33.6,60,1003.8,1.8,102,45.76151
9,19,45,11,89,0.5,33.1,64,1003.2,1.8,81,46.389977
9,13,29,11,83,0.5,33.7,59,1002.5,1.4,307.8,42.47794
8,12,23,10,70,0.5,33.5,60,1002.2,2.4,232.4,38.175983
8,13,24,9,50,0.5,32.7,62,1002.5,2.3,226.9,33.78617
8,16,19,8,34,0.5,31.6,67,1002.8,2.3,239.9,31.619417
9,16,23,6,26,0.5,30.7,71,1003,1.5,280.9,32.39731
9,15,26,7,22,0.5,30.2,74,1003.8,1.8,249,33.32577
10,17,18,6,18,0.5,29.6,76,1004.5,1.3,277,30.4341
9,12,22,6,22,0.5,29.2,79,1005.1,1.5,251.2,31.479773
9,14,6,4,20,0.5,28.8,80,1005.1,1.4,271.6,25.785515
10,16,10,3,18,0.5,28.8,80,1005,1.2,235.4,27.133522
10,12,8,3,21,0.5,28.7,82,1004.8,1.5,254.8,26.124344
9,14,10,4,15,0.6,28.5,83,1004.6,0.8,278.3,26.87876
11,21,20,2,7,0.7,28,86,1004.4,0.7,6.6,31.836683
9,22,15,4,5,0.6,27.8,88,1004.6,0.5,25.6,31.005613
9,22,10,5,7,0.6,28.6,85,1005,0.7,98.2,29.379808
10,17,14,5,18,0.6,29.5,79,1005.4,1.5,110.3,28.79322
10,11,16,3,31,0.5,30.4,73,1005.4,1.8,111.3,29.161165
9,16,32,2,39,0.6,31,70,1005.5,1.4,135,36.463955
9,16,28,6,56,0.6,31.6,68,1004.9,0.9,257.8,35.471165
9,23,26,7,68,0.6,31.5,69,1004.1,1.3,81.4,37.919872
9,15,15,11,97,0.5,32.4,66,1003.2,1.8,84.1,45.359066
8,14,40,10,111,0.5,33.1,64,1002.3,1.8,74.9,52.706734
8,13,29,10,115,0.5,33.2,63,1001.7,2,79,53.345547
8,12,29,10,111,0.5,33.3,62,1001.2,2.5,85.8,51.83149
8,17,26,9,99,0.5,33.5,60,1000.6,2.1,83.1,47.172558
7,14,30,6,100,0.5,33.7,59,1000.2,1.3,109.3,48.08421
8,18,32,8,84,0.5,33.5,62,1000.3,1.2,276.3,43.381847
8,27,30,7,53,0.5,32.3,65,1001.1,1.5,107.6,37.816406
8,26,32,12,29,0.5,31.4,68,1001.9,1.8,101.4,37.908188
9,27,22,10,20,0.5,30.7,70,1002.6,1.6,102,35.075653
8,23,12,7,24,0.5,30.2,69,1003,0.9,53.6,30.57585
8,14,19,4,37,0.4,29.7,72,1003.3,0.9,49.6,31.074247
8,15,6,1,32,0.4,29,77,1002.9,1.1,101.4,26.067135
8,24,13,2,18,0.4,28.5,79,1002.5,0.6,88.9,31.635931
8,31,15,4,8,0.5,28.1,80,1002.5,0.5,328.9,34.865673
8,31,12,6,5,0.4,28.1,80,1002.8,0.4,29,33.97736
9,30,19,3,4,0.5,27.9,82,1002.8,0.5,35.7,35.63413
9,35,25,5,1,0.6,28.6,81,1002.9,0.6,29.7,39.31752
10,31,27,6,8,0.5,29.2,76,1003.2,1,343.6,38.28886
11,37,23,4,13,0.6,29.6,75,1003.4,1.6,14.1,39.202076
13,40,27,6,30,0.6,30.9,70,1003.7,1.9,32.6,41.25334
12,31,55,7,51,0.6,31.4,68,1003.6,2,50.9,46.615364
11,18,38,11,128,0.5,32.5,64,1003.4,1.7,49.2,58.901096
10,21,55,14,130,0.5,31.6,67,1002.9,2.3,89.8,60.636463
8,29,57,14,55,0.5,29.2,83,1002.4,1.5,122.1,47.79292
8,42,22,16,84,0.6,30.8,76,1001.8,1.6,66.3,44.587917
9,24,40,20,140,0.5,32.2,68,1001.1,2.1,57.9,64.68874
8,21,40,13,136,0.5,32.6,66,1000.8,2.4,62.5,62.876328
9,26,47,13,143,0.5,32.4,67,1000.9,2.7,73.1,66.50878
9,30,46,22,67,0.5,31.6,69,1001.6,2.2,80.1,45.58792
9,40,22,9,40,0.5,31.4,70,1001.8,1.9,64.3,40.252167
9,48,33,14,21,0.5,31.2,70,1002.3,2.1,73.3,46.761417
9,49,38,11,8,0.6,30.8,72,1002.6,2.1,62.3,48.754776
8,28,52,15,16,0.5,30.1,76,1003.2,2.7,69.4,44.957306
8,21,25,10,14,0.4,29.4,78,1003.3,3,67,33.945637
8,20,5,5,14,0.4,29.1,78,1003,2.7,69,27.400705
7,18,11,4,14,0.4,28.6,82,1002.8,2.8,64.5,28.688593
7,19,14,3,11,0.5,27.7,88,1003.1,2,71,29.948408
7,14,7,4,21,0.4,27,91,1003.3,2.3,90.1,26.364481
7,5,29,1,51,0.5,28.2,82,1006.1,2.4,116,37.42593
7,6,9,4,62,0.5,29,78,1006.4,1.8,97.1,34.16368
7,5,12,2,64,0.5,29.2,73,1006.3,1.8,56.3,35.651123
7,8,11,3,56,0.5,28.9,75,1005.6,1.8,105.6,32.80165
7,8,20,5,59,0.5,29.3,75,1005.2,2.1,116.5,34.84907
7,10,20,3,53,0.5,29.6,74,1005.2,2.1,109.8,33.409573
7,16,23,1,42,0.5,28.9,77,1005.6,2.2,104.3,32.393497
7,12,20,3,43,0.6,26.9,90,1006.7,1.9,241.4,31.53932
7,16,2,4,36,0.6,26.3,92,1007.6,0.8,308.7,26.306543
7,19,5,1,31,0.6,26.2,90,1008.3,0.7,46.8,27.00409
8,25,24,4,28,0.5,26.5,90,1008.8,1.2,79.3,35.279675
7,33,8,3,18,0.5,26.7,89,1008.9,1.4,92.3,33.61321
8,52,25,3,2,0.5,27,88,1008.5,1.7,107.5,46.52361
8,41,23,5,10,0.5,27.1,87,1008.4,2.1,121.6,41.336777
8,21,18,2,25,0.5,27,88,1008.1,1.2,107.5,31.87369
7,32,18,1,9,0.5,26.5,92,1008.2,1.4,89.6,36.477074
7,33,16,3,10,0.5,26.9,92,1009,1.3,90.7,36.161175
8,29,18,3,18,0.6,26.8,94,1009.5,1,87.7,34.90246
8,20,6,3,36,0.7,27.4,87,1009.9,1,95.8,27.670193
9,21,9,4,55,0.7,29.6,77,1010.2,1,185.7,31.859415
10,17,31,7,85,0.6,31.1,71,1010,1.2,210.1,43.119267
8,8,34,9,84,0.6,32,67,1009.3,2,237.9,44.097977
8,7,20,12,69,0.5,31.7,67,1008.7,2.4,252.7,37.946255
7,10,28,4,42,0.4,31,68,1006.9,2,278.9,34.499756
6,10,23,5,33,0.4,30.2,71,1007.5,1.8,291,32.113876
6,10,23,4,27,0.4,29.7,74,1007.9,1.7,303.2,31.755896
6,9,25,2,23,0.4,29.4,76,1008.7,1.5,307,32.708385
6,9,20,2,22,0.4,29.2,77,1009.3,1.5,284.8,30.432516
6,8,18,3,23,0.4,28.9,78,1009.3,1.2,330.8,29.522694
6,7,19,4,23,0.3,28.8,78,1008.6,1.2,351.1,30.015848
5,6,16,3,28,0.3,28,81,1008.1,1.6,268.9,28.952835
7,18,9,1,13,0.4,26.5,90,1007.5,0.7,276.5,28.177202
7,20,8,2,11,0.4,26.5,91,1007.6,1,224.1,28.622225
7,16,6,4,17,0.5,28,84,1009.1,1,103.9,26.179302
8,15,28,4,24,0.5,28.9,79,1009.2,1.3,118.7,33.740696
8,18,22,3,35,0.5,30.4,73,1009.1,1.2,240.5,32.215157
9,15,27,7,61,0.5,31.3,67,1008.6,1.5,233.9,36.154682
7,10,20,8,82,0.4,32.3,63,1007.9,1.4,135.2,41.50209
7,6,28,8,83,0.4,32.7,61,1006.9,1.9,197.2,42.79571
7,6,36,6,53,0.4,29.5,74,1006.6,3.1,255.3,38.91009
6,12,17,3,30,0.4,26.7,89,1005.5,1.3,258.4,29.855322
8,22,32,1,23,0.4,28.8,78,1005.8,1.2,244.4,36.87899
9,19,16,3,24,0.4,28.3,78,1006.3,1.8,249.6,30.394386
8,18,16,3,25,0.4,27.9,79,1006.3,1,342.9,30.150507
7,16,14,1,21,0.4,27.7,81,1006.4,1,322.6,28.95624
8,16,8,4,18,0.5,27.7,82,1006.3,1.2,282.1,26.667652
8,11,16,3,25,0.4,27.8,83,1005.8,1.7,232.4,29.13733
7,19,20,4,7,0.5,27,89,1005.5,0.5,40.1,31.815378
7,17,8,6,10,0.4,27.8,86,1006.2,0.7,21.9,27.270163
8,16,13,3,14,0.5,28.8,80,1006.7,1.1,113.8,28.297878
8,12,16,4,25,0.5,29.8,75,1006.7,1.3,260.9,29.269228
9,13,23,3,45,0.5,30.6,70,1006.6,2,247.6,32.710453
8,8,19,4,60,0.4,31.4,66,1006.4,3.2,229.9,35.05157
8,6,24,6,70,0.4,32,63,1006.1,3,241.4,38.781643
7,4,9,5,64,0.4,32.8,59,1005.7,2.5,262.8,35.07188
6,3,14,2,63,0.4,33,58,1004.9,2.6,228,36.064617
6,5,17,1,63,0.4,32.6,61,1004.4,3,245.1,36.72277
7,5,18,2,56,0.4,32.3,61,1004.3,3.8,234.4,34.73538
6,5,18,1,52,0.4,31.9,64,1004.3,4,228.8,33.9044
7,12,18,4,37,0.4,30.7,70,1005,2,234.7,30.55596
7,16,14,5,30,0.4,30.4,70,1005.2,1.5,239.4,29.47468
7,17,14,3,25,0.4,29.9,69,1005.3,1.7,254.5,29.271254
8,12,9,5,29,0.4,29.5,68,1005.8,2.5,231.9,27.236717
8,15,16,4,24,0.4,29.1,72,1006.2,1.9,245.6,29.664
9,15,22,4,23,0.4,28.7,74,1006.1,1.5,275.3,31.66974
8,9,7,3,27,0.3,28.3,76,1005.7,1.3,316.5,25.99412
8,14,19,1,21,0.4,27.9,81,1005.4,1.4,268.6,30.07332
10,14,15,1,22,0.4,27.9,81,1005.6,1.2,267.2,28.638798
9,12,22,1,22,0.4,27.7,82,1005.8,1,319.7,31.49204
9,16,12,3,16,0.4,27.6,84,1006.2,0.8,29.4,27.95959
9,16,20,5,16,0.4,28,83,1006.8,1.1,90.1,30.964697
9,11,2,3,26,0.4,29.2,76,1007.4,1.3,75.3,24.350962
9,12,16,2,33,0.5,30.2,71,1007.7,1.4,245.6,29.242416
9,14,27,5,49,0.5,31.1,68,1007.7,1.5,220.7,34.330685
9,14,28,5,65,0.5,32,65,1007.5,1.3,253.7,37.43191
7,14,33,9,66,0.5,30.9,71,1007.2,1.2,224.3,38.90431
7,9,22,9,70,0.4,30.7,71,1006.7,2.3,234.4,38.285927
6,6,29,5,39,0.4,27.8,84,1006.5,1.1,297.8,34.901787
7,8,17,5,54,0.4,32.4,64,1004.7,2.3,246.7,33.185997
6,8,15,5,56,0.4,32.7,64,1004.2,2,240,33.598797
7,12,28,2,48,0.4,32.3,66,1004,2.4,227.7,35.295387
8,12,28,4,42,0.4,31.8,68,1004.4,2.4,233.8,34.447327
8,18,26,3,26,0.4,31,72,1005,1.3,282.8,33.388515
8,18,18,2,20,0.4,30.3,74,1005.5,2.1,233.4,30.827192
7,20,18,4,17,0.4,30,74,1006.1,1.9,227.9,31.693554
7,15,15,4,21,0.4,29.7,76,1006.6,2.1,234.6,29.248316
8,17,20,2,17,0.4,29.3,79,1006.9,1.2,245.5,31.076471
7,17,18,2,17,0.4,28.9,82,1007,0.9,307.7,30.58716
7,13,16,3,20,0.4,28.6,82,1006.7,0.9,291.6,29.207977
7,15,13,1,18,0.4,28.6,83,1006.5,0.9,296.7,28.251015
7,11,15,4,22,0.4,28.4,84,1006.5,1.1,273.6,28.86056
7,14,18,4,18,0.4,28.3,84,1006.8,0.9,331.6,30.074379
8,14,14,6,19,0.4,28.4,84,1007.4,1,76,28.958755
8,13,9,5,22,0.5,29.5,79,1007.8,1.1,33.4,26.974123
8,14,11,4,29,0.5,30.5,73,1008.2,1.6,233,27.891298
7,11,22,5,43,0.5,31.3,68,1008.3,2.2,229.2,32.172523
8,10,21,3,60,0.4,31.9,64,1008.2,2.4,240,35.47678
7,5,16,9,62,0.4,33,56,1008,3,238.1,35.659264
7,5,10,4,68,0.4,33.8,53,1007.5,2.2,240.6,36.128517
7,4,15,1,65,0.4,34.3,52,1006.2,2.2,230.9,36.970924
7,5,14,2,66,0.4,34.5,52,1005.5,2.6,227.4,36.569126
7,7,27,1,65,0.4,34.1,55,1005.1,2.3,232.9,39.309128
8,16,28,1,33,0.4,31.9,64,1005.3,1.8,260.2,34.230488
8,17,16,1,21,0.4,31.3,65,1005.9,1.6,231.5,29.835493
8,19,20,4,15,0.4,30.8,68,1006.3,0.9,278.9,31.787199
8,19,18,5,14,0.4,30.3,71,1007,1.3,282.2,31.116287
8,19,23,7,15,0.4,29.8,74,1007.2,1.1,254.4,32.635075
7,9,14,5,24,0.3,29.6,75,1007.1,2.1,238.8,28.626223
7,10,17,3,24,0.3,29.2,77,1007,2.4,236.9,29.496128
7,12,18,1,19,0.4,29,78,1007,1.6,240.6,29.482018
8,16,10,1,14,0.3,28.8,78,1007,1,267.3,27.681574
8,14,15,6,14,0.3,28.5,80,1007,1,274.5,29.236504
8,14,20,4,14,0.4,28.9,80,1007.3,0.8,18.9,30.581701
12,14,24,3,21,0.5,30.6,70,1007.9,1.2,245.1,32.34797
11,8,15,5,40,0.4,31.5,64,1007.9,1.7,236.9,29.347563
10,12,21,6,61,0.5,32.2,61,1007.7,1.4,245.8,35.185116
9,11,27,6,83,0.4,33.1,58,1007.3,1.5,248.1,42.3748
9,9,31,10,93,0.4,33.6,56,1006.5,1.6,228.9,45.818974
7,5,17,9,84,0.4,33.9,55,1005.8,1.9,236.5,41.992878
7,6,16,6,73,0.4,34.5,54,1005.1,1.9,229.7,38.29707
7,5,13,7,67,0.4,35.3,49,1004.2,2.4,235.5,36.455837
8,8,29,5,73,0.4,34.5,54,1003.7,2.7,235.9,40.747524
7,8,30,1,63,0.4,33.6,58,1003.5,2.7,262.6,39.30429
7,9,23,5,45,0.4,32.7,63,1003.5,2.1,255.9,32.567215
7,12,22,6,29,0.4,31.6,65,1003.7,1.9,256.1,31.930586
8,13,14,3,22,0.4,31.1,65,1004.1,2.5,234.5,28.545483
7,12,18,2,17,0.4,29.9,74,1005.2,1.9,250,29.547907
7,10,12,3,18,0.3,29.6,75,1005.5,2.2,226.7,27.540953
10,17,3,1,10,0.4,29.8,74,1004.6,0.6,261.5,25.446512
14,15,12,1,17,0.4,30.4,71,1004.9,1.1,235.8,27.356344
13,12,23,4,25,0.5,31.2,68,1005,1.4,254.4,32.131405
11,11,22,7,36,0.4,31.4,68,1005.5,1.6,240.6,32.05471
11,12,20,6,47,0.4,32.4,64,1005.2,1.4,240.4,31.729048
11,10,35,7,70,0.4,33,61,1004.4,1.8,230.5,40.45016
8,7,10,7,70,0.4,33.5,60,1003.7,2.3,233.5,36.88516
8,3,22,5,64,0.4,33.8,59,1002.8,2.7,239.3,37.3951
7,4,12,2,59,0.4,34.4,56,1002,2.7,234,34.31794
7,6,24,2,59,0.4,33.8,60,1001.1,2.4,228.6,36.824852
8,10,29,1,41,0.4,33,63,1000.9,2.5,235.8,35.36033
7,9,18,5,42,0.4,33,63,1001.1,2.7,238.4,30.682129
7,8,30,12,39,0.4,32.4,65,1001.6,2.5,242.5,35.7207
7,11,27,7,28,0.4,31.5,70,1002.2,1.9,239.8,33.663025
7,10,20,7,24,0.4,30.8,73,1002.7,1.6,306.5,30.980364
7,10,12,5,20,0.4,30.5,74,1003.2,2.2,238.6,27.778719
8,10,20,4,20,0.4,30.2,77,1003.7,2.2,254.7,30.376505
8,8,17,4,23,0.4,30,77,1003.7,2.8,233,29.232239
